mol_pred_loaded,sanitization,inchi_convertible,all_atoms_connected,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,non-aromatic_ring_non-flatness,double_bond_flatness,internal_energy,mol_true_loaded,mol_cond_loaded,passes_valence_checks,passes_kekulization,number_bonds,shortest_bond_relative_length,longest_bond_relative_length,number_short_outlier_bonds,number_long_outlier_bonds,number_angles,most_extreme_relative_angle,number_outlier_angles,number_noncov_pairs,shortest_noncovalent_relative_distance,number_clashes,number_valid_bonds,number_valid_angles,number_valid_noncov_pairs,number_aromatic_rings_checked,number_aromatic_rings_pass,aromatic_ring_maximum_distance_from_plane,number_non-aromatic_rings_checked,number_non-aromatic_rings_pass,non-aromatic_ring_maximum_distance_from_plane,number_double_bonds_checked,number_double_bonds_pass,double_bond_maximum_distance_from_plane,ensemble_avg_energy,mol_pred_energy,energy_ratio,relative_deviation,z_value,relative_deviation_passes,z_value_passes,all_cond
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,10,1.0180551280236587,1.0396167040545878,0,0,13,1.0520961432010496,0,13,1.389523633014351,0,10,13,13,0,0,,0,0,,0,0,,55.157753041709476,82.47112859260035,1.4951865158509432,0.4951865158509431,273133755508.90875,1.0,0.0,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,7,0.9516843924195827,1.0355762581896115,0,0,7,1.0160156900654778,0,14,0.9975816776592026,0,7,7,14,0,0,,0,0,,0,0,,3.9777571237409854,17.03354426955966,4.2821981683839,3.2821981683839003,17.16831788725489,1.0,1.0,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,4,1.0075737911988532,1.0425673391783143,0,0,4,1.0669917227029997,0,2,1.255358021697919,0,4,4,2,0,0,,0,0,,0,0,,-2.9968884999268735,4.743152481373212,-1.5826923429046322,-2.582692342904632,565.9329982886461,1.0,0.0,True
True,True,True,True,True,True,True,True,True,True,,False,False,True,True,10,1.0127932608443577,1.0495844267187338,0,0,10,1.0896266001082968,0,8,1.2266645807384005,0,10,10,8,0,0,,0,0,,0,0,,,697.7997784817912,,,,,,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,4,1.0514370901879833,1.0683223300164642,0,0,6,1.0768243560317539,0,0,,0,4,6,0,0,0,,0,0,,0,0,,-2.236372797048628,15.64458380035386,-6.995516946459121,-7.995516946459121,178809565974.02487,1.0,0.0,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,9,1.008997327056961,1.0265531277778204,0,0,11,1.0561859681351526,0,16,1.146504061758937,0,9,11,16,0,0,,0,0,,0,0,,288.6510975090692,299.81565165715216,1.0386783706849831,0.03867837068498307,4.803490633818367,1.0,1.0,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,9,0.9791808673189507,1.059539140683283,0,0,12,1.0535403914061041,0,15,0.9578396395935523,0,9,12,15,1,1,0.004734610756347944,0,0,,0,0,,39.42128001752725,65.44124434957696,1.66004869249504,0.6600486924950401,24890.383428398884,1.0,0.0,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,6,0.9705729895012515,1.0353100485960645,0,0,6,1.037915747893356,0,9,0.9872104935528285,0,6,6,9,0,0,,0,0,,0,0,,3.5352128360259623,19.25863771965284,5.44766004564015,4.44766004564015,147.9418605564207,1.0,0.0,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,10,1.0108479378727309,1.0501758429688186,0,0,14,1.074408673098404,0,12,1.1585120210794921,0,10,14,12,0,0,,0,0,,0,0,,151.88370354205654,180.8705197468821,1.190848758153959,0.19084875815395913,56.751092365641505,1.0,1.0,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,10,0.971715448824055,1.0325889592818176,0,0,18,1.0484686111093056,0,27,1.129458169726676,0,10,18,27,0,0,,0,0,,0,0,,-1.4689906899967315,4.403409759826877,-2.997574994731025,-3.997574994731025,58724004498.236084,1.0,0.0,True
True,True,True,True,True,True,True,True,True,True,,False,False,True,True,11,0.9861474342090764,1.0451994096796664,0,0,15,1.1007195388537603,0,10,0.9860904384324995,0,11,15,10,0,0,,0,0,,0,0,,,354.59274829432934,,,,,,True
